Eugraph.	ad Ter. heaut.	Eugraph.	Ter. heaut.
Plaut.	Curc. 	Plaut.	Curc.
Plaut.	Cure.	Plaut.	Curc.
Plaut.	Vidul. fr.	Plaut.	Vid. fr.
Plaut.	vidul. fr.	Plaut.	Vid. fr.
Plaut.	asin.	Plaut.	Astr. fr.
Plaut.	asin. 	Plaut.	Astr. fr.
Plaut.	fr.	Plaut.	Astr. fr.
Plaut.	trin.	Plaut.	Astr. fr.
Plaut.	trin. 	Plaut.	Astr. fr.
Plaut.	merc. 	Plaut.	merc.
Plaut.	merc. prol.	Plaut.	merc.
Plaut.	truc. 	Plaut.	truc.
Plaut.	fr. inc.	Plaut.	Nervol. fr.
Plaut.	capt. 	Plaut.	capt.
Plaut.	capt. prol.	Plaut.	capt.
Plaut.	Pseud. 	Plaut.	Pseud.
Plaut.	Pseud. argum.	Plaut.	Pseud.
Plaut.	Bacch. 	Plaut.	Bacch.
Plaut.	Pers. 	Plaut.	Pers.
Plaut.	most.	Plaut.	Most.
Plaut.	most. 	Plaut.	Most.
Plaut.	most. argum.	Plaut.	Most.
Plaut.	cist.	Plaut.	Cist.
Plaut.	cist. fr.	Plaut.	Cist.
Plaut.	mil. 	Plaut.	mil.
Plaut.	Men. 	Plaut.	Men.
Plaut.	Men. prol.	Plaut.	Men.
Augustin.	de lib. arbitr.	Augustin.	de lib. arb.
Augustin.	lib. arbitr.	Augustin.	de lib. arb.
Augustin.	de quaest.	Augustin.	de div. quaest. qu.
Augustin.	quaest.	Augustin.	de div. quaest. qu.
Augustin.	in Iud. qu.	Augustin.	de div. quaest. qu.
Augustin.	in Levit. qu.	Augustin.	de div. quaest. qu.
Augustin.	in exod. qu.	Augustin.	de div. quaest. qu.
Augustin.	adv. Donat.	Augustin.	adv. Don.
Augustin.	dial.	Augustin.	de dial.
Augustin.	de ver. relig.	Augustin.	de ver. rel.
Augustin.	de peccat. merit.	Augustin.	de merit. peccat.
Augustin.	peccat. merit.	Augustin.	de merit. peccat.
Augustin.	de pecc. merit.	Augustin.	de merit. peccat.
Augustin.	medit.	Augustin.	de merit. peccat.
Augustin.	in Galat.	Augustin.	Galat.
Augustin.	in genes.	Augustin.	de genes.
Augustin.	in genes. qu.	Augustin.	de genes.
Augustin.	retract.	Augustin.	retr.
Augustin.	retract. prol.	Augustin.	retr.
Augustin.	de contin.	Augustin.	conf.
Augustin.	psalm.	Augustin.	in psalm.
Augustin.	in psalm. conc.	Augustin.	in psalm.
Augustin.	in psalm. serm.	Augustin.	in psalm.
Augustin.	de trin.	Augustin.	ad Parth. tract.
Augustin.	tract.	Augustin.	ad Parth. tract.
Augustin.	trin.	Augustin.	ad Parth. tract.
Augustin.	ad Roman.	Augustin.	ad Parth. tract.
Augustin.	ad lit.	Augustin.	ad Parth. tract.
Augustin.	epist.	Augustin.	ep.
Augustin.	in Hier. ep.	Augustin.	ep.
Augustin.	in Hieron. epist.	Augustin.	ep.
Augustin.	in heptat.	Augustin.	ep.
Augustin.	in hept.	Augustin.	de rhet.
Augustin.	de quant. anim.	Augustin.	de anim.
Augustin.	de quantit. anim.	Augustin.	de anim.
Augustin.	de duab. anim.	Augustin.	de anim.
Augustin.	in deut.	Augustin.	de util. cred.
Augustin.	de utilit. cred.	Augustin.	de util. cred.
Augustin.	op.	Augustin.	de op. monach.
Augustin.	de oper. monach.	Augustin.	de op. monach.
Augustin.	mus.	Augustin.	de mus.
Augustin.	music.	Augustin.	de music.
Augustin.	de cons. euang.	Augustin.	cons. euang.
Augustin.	de cons. evang.	Augustin.	cons. euang.
Augustin.	de consens. euang.	Augustin.	cons. euang.
Augustin.	in Ioann. euang. tract.	Augustin.	cons. euang.
Augustin.	in euang. Ioann. tract.	Augustin.	cons. euang.
Augustin.	de doctr. Chr.	Augustin.	de doct. Chr.
Augustin.	de doctr. chr.	Augustin.	de doct. Chr.
Augustin.	doctr. Chr.	Augustin.	de doct. Chr.
Augustin.	de doctr. Christ.	Augustin.	de doct. Chr.
Augustin.	de doctr. christ.	Augustin.	de doct. Chr.
Augustin.	op. imperf.	Augustin.	ad litt. op. imperf.
Augustin.	adv. Acad.	Augustin.	Acad.
Augustin.	de vit. beat.	Augustin.	de beat. vit.
Augustin.	in exod.	Augustin.	de exod.
Augustin.	in exod. 	Augustin.	de exod.
Augustin.	de ord.	Augustin.	de exod.
Augustin.	serm. app.	Augustin.	de serm. domin.
Augustin.	haeres.	Augustin.	de haeres.
Augustin.	de haeres. no.	Augustin.	de haeres.
Augustin.	catech. rud.	Augustin.	catech.
Augustin.	de catech. rud.	Augustin.	catech.
Augustin.	de categ.	Augustin.	catech.
Augustin.	de mor. eccl. cath.	Augustin.	catech.
Augustin.	mor. eccil. cath.	Augustin.	catech.
Augustin.	in Ioann. euang.	Augustin.	in Ioann.
Augustin.	in Ioann. tract.	Augustin.	in Ioann.
Augustin.	in euang. Ioann.	Augustin.	in Ioann.
Augustin.	mor. Manich.	Augustin.	de mor. Manich.
Augustin.	de mor. eccl.	Augustin.	de mor. Manich.
Augustin.	mor. eccl.	Augustin.	de mor. Manich.
Augustin.	de morib. Manich.	Augustin.	de mor. Manich.
Augustin.	specul.	Augustin.	spec.
Augustin.	de virginit.	Augustin.	de sanct. virgin.
Augustin.	ad litt.	Augustin.	ad Simplician.
Augustin.	ad litt. lib. imperf.	Augustin.	ad Simplician.
Augustin.	serm.	Augustin.	Serm.
Augustin.	serm. 	Augustin.	Serm.
Augustin.	de serm. apost.	Augustin.	Serm.
Augustin.	de serm. dom.	Augustin.	Serm.
Augustin.	don. persev.	Augustin.	de don. persev.
Augustin.	soliloqu.	Augustin.	solil.
Ambros.	de exc. fratr. Sat.	Ambros.	de exc. fratr.
Ambros.	hexaëm.	Ambros.	hex.
Ambros.	gest. concil. Aquilei.	Ambros.	gest. concil. Aquil.
Ambros.	instit. virg.	Ambros.	de instit. virg.
Ambros.	de laps. virg.	Ambros.	de instit. virg.
Ambros.	ep.	Ambros.	de Ioseph. patr.
Ambros.	exhort. virg.	Ambros.	exh. virg.
Ambros.	de incarn. domin.	Ambros.	de inc. dom. sacr.
Ambros.	de incarn. dom. sacr.	Ambros.	de inc. dom. sacr.
Ambros.	de sacram.	Ambros.	de inc. dom. sacr.
Ambros.	de incarn. dom. sacram.	Ambros.	de inc. dom. sacr.
Ambros.	de virg.	Ambros.	de inst. virg.
Ambros.	inst. virg.	Ambros.	de inst. virg.
Ambros.	de virgg.	Ambros.	de inst. virg.
Ambros.	in psalm. praef.	Ambros.	in psalm.
Ambros.	de Tob.	Ambros.	Tob.
